tfidf,bm25,embedding,section_aware,P@5_v1,P@5_v2,R@5_v1,R@5_v2,nDCG@5_v1,nDCG@5_v2,MAP_v1,MAP_v2,MRR_v1,MRR_v2
0.0,0.25,0.0,0.65,0.36000000000000004,0.4,0.36000000000000004,0.3219047619047619,0.7893804859051949,0.8755157975198735,0.36177777777777775,0.31033597883597885,0.8222222222222222,0.85
0.0,0.25,0.05,0.6,0.36000000000000004,0.4,0.36000000000000004,0.3219047619047619,0.7859589022965324,0.8720942139112111,0.3623333333333333,0.3037619047619048,0.825,0.85
0.0,0.25,0.1,0.55,0.36000000000000004,0.4,0.36000000000000004,0.3219047619047619,0.7859589022965324,0.8720942139112111,0.3623333333333333,0.3037619047619048,0.825,0.85
0.0,0.25,0.15,0.5,0.36000000000000004,0.4,0.36000000000000004,0.3219047619047619,0.773670392705635,0.8598057043203136,0.349,0.2904285714285714,0.825,0.85
0.0,0.25,0.2,0.45,0.32,0.36,0.32,0.2969047619047619,0.7770919763142975,0.8632272879289762,0.34455555555555556,0.2882063492063492,0.825,0.85
0.0,0.25,0.25,0.4,0.32,0.36,0.32,0.2969047619047619,0.7770919763142975,0.8632272879289762,0.33788888888888885,0.28403968253968254,0.825,0.85
0.0,0.25,0.3,0.35,0.32,0.36,0.32,0.2969047619047619,0.7770919763142975,0.8632272879289762,0.33566666666666667,0.28265079365079365,0.825,0.85
0.0,0.25,0.35,0.3,0.32,0.36,0.32,0.2969047619047619,0.7770919763142975,0.8632272879289762,0.3178888888888889,0.2715396825396825,0.825,0.85
0.0,0.25,0.4,0.25,0.27999999999999997,0.32,0.27999999999999997,0.25690476190476186,0.7839441578296376,0.8700794694443161,0.32188888888888884,0.27553968253968253,0.825,0.85
0.0,0.25,0.45,0.2,0.32,0.36000000000000004,0.32,0.28547619047619055,0.7540131389365884,0.840148450551267,0.3098888888888889,0.2627777777777778,0.825,0.85
0.0,0.25,0.5,0.15,0.32,0.32,0.32,0.2521428571428571,0.7540131389365884,0.7540131389365884,0.29655555555555557,0.24666666666666667,0.825,0.8333333333333333
0.0,0.25,0.55,0.1,0.32,0.32,0.32,0.2521428571428571,0.7475067356344223,0.7475067356344223,0.28655555555555556,0.24041666666666667,0.825,0.8333333333333333
0.0,0.25,0.6,0.05,0.32,0.32,0.32,0.2521428571428571,0.7475067356344223,0.7475067356344223,0.29638095238095236,0.2509960317460317,0.8285714285714285,0.8333333333333333
0.0,0.25,0.65,0.0,0.32,0.32,0.32,0.2521428571428571,0.6736926863487138,0.6736926863487138,0.2796507936507936,0.23188492063492064,0.7333333333333333,0.7333333333333333
